Nombre,Equipo,Posicion,Valor,Fecha_Nacimiento,Foto
Alejandro Primo,Levante,POR,15,10/07/2004,https://media.futbolfantasy.com/thumb/400x400/v202607161602/uploads/images/jugadores/ficha/10191.png
Arnau Tenas,Villarreal,POR,21,30/05/2001,https://media.futbolfantasy.com/thumb/400x400/v202602141505/uploads/images/jugadores/ficha/7569.png
Grady Diangana,Elche,MED,16,19/04/1998,https://media.futbolfantasy.com/thumb/400x400/v202607060441/uploads/images/jugadores/ficha/5194.png
Tani Oluwaseyi,Villarreal,DEL,24,15/05/2000,https://media.futbolfantasy.com/thumb/400x400/v202607091246/uploads/images/jugadores/ficha/13440.png
Carlos Soler,Real Sociedad,MED,48,02/01/1997,https://media.futbolfantasy.com/thumb/400x400/v202604081236/uploads/images/jugadores/ficha/2799.png
Fábio Cardoso,Sevilla,DEF,16,19/04/1994,https://media.futbolfantasy.com/thumb/400x400/v202607181530/uploads/images/jugadores/ficha/9500.png
Georges Mikautadze,Villarreal,DEL,86,31/10/2000,https://media.futbolfantasy.com/thumb/400x400/v202604011155/uploads/images/jugadores/ficha/12139.png
Aymeric Laporte,Athletic,DEF,43,27/05/1994,https://media.futbolfantasy.com/thumb/400x400/v202607201513/uploads/images/jugadores/ficha/697.png
Alejandro Rego,Athletic,MED,17,11/06/2003,https://media.futbolfantasy.com/thumb/400x400/v202604131910/uploads/images/jugadores/ficha/15409.png
Jofre Torrents,Barcelona,DEF,15,,https://media.futbolfantasy.com/thumb/400x400/v202605241841/uploads/images/jugadores/ficha/16167.png
Iñigo Arguibide,Osasuna,DEF,15,19/04/2005,https://media.futbolfantasy.com/thumb/400x400/v202607060442/uploads/images/jugadores/ficha/12823.png
Selton Sánchez,Athletic,MED,16,20/02/2007,https://media.futbolfantasy.com/thumb/400x400/v202607081118/uploads/images/jugadores/ficha/16810.png
Joaquín Oso,Sevilla,DEF,25,09/07/2003,https://media.futbolfantasy.com/thumb/400x400/v202607131043/uploads/images/jugadores/ficha/12596.png
Kareem Tunde,Levante,MED,16,19/08/2005,https://media.futbolfantasy.com/thumb/400x400/v202607161602/uploads/images/jugadores/ficha/16022.png
Paco Cortés,Levante,MED,16,11/08/2007,https://media.futbolfantasy.com/thumb/400x400/v202607161602/uploads/images/jugadores/ficha/13145.png
Thiago Fernández,Villarreal,MED,27,03/04/2004,https://media.futbolfantasy.com/thumb/400x400/v202607080715/uploads/images/jugadores/ficha/17116.png
Martín Satriano,Getafe,DEL,33,20/02/2001,https://media.futbolfantasy.com/thumb/400x400/v202607062104/uploads/images/jugadores/ficha/8496.png
Sebastián Boselli,Getafe,DEF,16,04/12/2003,https://media.futbolfantasy.com/thumb/400x400/v202607062104/uploads/images/jugadores/ficha/17161.png
Carlos Macià,Villarreal,MED,16,01/09/2008,https://media.futbolfantasy.com/thumb/400x400/v202602141505/uploads/images/jugadores/ficha/00.png
Zaid Romero,Getafe,DEF,25,15/12/1999,https://media.futbolfantasy.com/thumb/400x400/v202607062104/uploads/images/jugadores/ficha/14210.png
Tai Abed,Levante,MED,16,03/08/2004,https://media.futbolfantasy.com/thumb/400x400/v202607161602/uploads/images/jugadores/ficha/15086.png
Lucas Cepeda,Elche,MED,16,31/10/2002,https://media.futbolfantasy.com/thumb/400x400/v202607060441/uploads/images/jugadores/ficha/17248.png
Ángel Pérez,Alavés,DEF,23,08/06/2002,https://media.futbolfantasy.com/thumb/400x400/v202607091514/uploads/images/jugadores/ficha/15127.png
Asier Osambela,Osasuna,MED,16,30/10/2004,https://media.futbolfantasy.com/thumb/400x400/v202607080436/uploads/images/jugadores/ficha/12453.png
Ville Koski,Alavés,DEF,17,27/01/2002,https://media.futbolfantasy.com/thumb/400x400/v202607091514/uploads/images/jugadores/ficha/17284.png
Gonzalo Villar,Elche,MED,22,23/03/1998,https://media.futbolfantasy.com/thumb/400x400/v202603131742/uploads/images/jugadores/ficha/5227.png
Alex Freeman,Villarreal,DEF,19,09/08/2004,https://media.futbolfantasy.com/thumb/400x400/v202607091246/uploads/images/jugadores/ficha/17275.png
Ademola Lookman,Atlético,DEL,87,20/10/1997,https://media.futbolfantasy.com/thumb/400x400/v202607171538/uploads/images/jugadores/ficha/4434.png
Álvaro Fidalgo,Betis,MED,26,09/04/1997,https://media.futbolfantasy.com/thumb/400x400/v202607091404/uploads/images/jugadores/ficha/6393.png
Tete Morente,Elche,MED,17,04/12/1996,https://media.futbolfantasy.com/thumb/400x400/v202607060440/uploads/images/jugadores/ficha/6882.png
Obed Vargas,Atlético,MED,23,05/08/2005,https://media.futbolfantasy.com/thumb/400x400/v202607201929/uploads/images/jugadores/ficha/15572.png
Matías Vecino,Celta,MED,17,24/08/1991,https://media.futbolfantasy.com/thumb/400x400/v202605141324/uploads/images/jugadores/ficha/5313.png
Buba Sangaré,Elche,DEF,15,06/08/2007,https://media.futbolfantasy.com/thumb/400x400/v202607122018/uploads/images/jugadores/ficha/12878.png
Julio Díaz,Atlético,DEF,15,10/01/2005,https://media.futbolfantasy.com/thumb/400x400/v202607170354/uploads/images/jugadores/ficha/17129.png
Thiago Pitarch,Real Madrid,MED,24,03/08/2007,https://media.futbolfantasy.com/thumb/400x400/v202607210851/uploads/images/jugadores/ficha/16237.png
Xavi Espart,Barcelona,DEF,17,21/05/2007,https://media.futbolfantasy.com/thumb/400x400/v202607141312/uploads/images/jugadores/ficha/16765.png
Manuel Ángel,Real Madrid,MED,16,15/03/2004,https://media.futbolfantasy.com/thumb/400x400/v202607210851/uploads/images/jugadores/ficha/11886.png
César Palacios,Real Madrid,MED,17,11/11/2004,https://media.futbolfantasy.com/thumb/400x400/v202607210851/uploads/images/jugadores/ficha/00.png
Nacho Pérez,Levante,DEF,15,29/08/2008,https://media.futbolfantasy.com/thumb/400x400/v202607161602/uploads/images/jugadores/ficha/16020.png
Aitor Mañas,Alavés,DEL,16,05/01/2003,https://media.futbolfantasy.com/thumb/400x400/v202607080734/uploads/images/jugadores/ficha/12925.png
Iker Córdoba,Valencia,DEF,15,11/11/2005,https://media.futbolfantasy.com/thumb/400x400/v202607141031/uploads/images/jugadores/ficha/14034.png
Hugo López,Villarreal,MED,16,04/03/2007,https://media.futbolfantasy.com/thumb/400x400/v202607080715/uploads/images/jugadores/ficha/16319.png
Tomás Mendes,Alavés,MED,16,21/11/2004,https://media.futbolfantasy.com/thumb/400x400/v202607091514/uploads/images/jugadores/ficha/9863.png
Selu Diallo,Alavés,MED,16,01/10/2003,https://media.futbolfantasy.com/thumb/400x400/v202607091514/uploads/images/jugadores/ficha/11719.png
Beñat Gerenabarrena,Athletic,MED,17,29/03/2003,https://media.futbolfantasy.com/thumb/400x400/v202607081118/uploads/images/jugadores/ficha/10213.png
Álex Grimaldo,Atlético,DEF,52,20/09/1995,https://media.futbolfantasy.com/thumb/400x400/v202607201514/uploads/images/jugadores/ficha/2771.png
Toni Fernández,Barcelona,DEL,17,15/07/2008,https://media.futbolfantasy.com/thumb/400x400/v202607141312/uploads/images/jugadores/ficha/13860.png
Tomás Marqués,Barcelona,MED,15,30/10/2006,https://media.futbolfantasy.com/thumb/400x400/v202607141309/uploads/images/jugadores/ficha/00.png
Álvaro Cortés,Barcelona,DEF,17,17/03/2005,https://media.futbolfantasy.com/thumb/400x400/v202607080332/uploads/images/jugadores/ficha/00.png
Anthony Gordon,Barcelona,DEL,110,24/02/2001,https://media.futbolfantasy.com/thumb/400x400/v202607201517/uploads/images/jugadores/ficha/7595.png
Áron Yaakobishvili,Barcelona,POR,15,06/03/2006,https://media.futbolfantasy.com/thumb/400x400/v202607141312/uploads/images/jugadores/ficha/12566.png
Abiel Osorio,Elche,DEL,23,13/06/2002,https://media.futbolfantasy.com/thumb/400x400/v202607100048/uploads/images/jugadores/ficha/00.png
Roger Hinojo,Espanyol,DEF,17,21/02/2005,https://media.futbolfantasy.com/thumb/400x400/v202607090442/uploads/images/jugadores/ficha/15316.png
Enzo Bardelli,Levante,MED,20,11/04/2001,https://media.futbolfantasy.com/thumb/400x400/v202607161602/uploads/images/jugadores/ficha/18006.png
Edgar Alcañiz,Levante,MED,15,18/03/2005,https://media.futbolfantasy.com/thumb/400x400/v202607161602/uploads/images/jugadores/ficha/12889.png
Samu Becerra,Rayo,MED,16,01/06/2006,https://media.futbolfantasy.com/thumb/400x400/v202607092217/uploads/images/jugadores/ficha/16146.png
Marc Cucurella,Real Madrid,DEF,86,22/07/1998,https://media.futbolfantasy.com/thumb/400x400/v202607210851/uploads/images/jugadores/ficha/5013.png
Bernardo Silva,Real Madrid,MED,72,10/08/1994,https://media.futbolfantasy.com/thumb/400x400/v202607210851/uploads/images/jugadores/ficha/3431.png
Ibrahima Konaté,Real Madrid,DEF,67,25/05/1999,https://media.futbolfantasy.com/thumb/400x400/v202607210851/uploads/images/jugadores/ficha/4884.png
Iñaki Rupérez,Real Sociedad,DEF,15,07/01/2003,https://media.futbolfantasy.com/thumb/400x400/v202607091145/uploads/images/jugadores/ficha/12694.png
Kazunari Kita,R. Sociedad B,DEF,15,16/09/2005,https://media.futbolfantasy.com/thumb/400x400/v202607101514/uploads/images/jugadores/ficha/16217.png
Arouna Sangante,Sevilla,DEF,29,12/04/2002,https://media.futbolfantasy.com/thumb/400x400/v202607132122/uploads/images/jugadores/ficha/00.png
Justin de Haas,Valencia,DEF,29,01/02/2000,https://media.futbolfantasy.com/thumb/400x400/v202607141031/uploads/images/jugadores/ficha/18018.png
Dani Requena,Levante,MED,17,12/02/2004,https://media.futbolfantasy.com/thumb/400x400/v202607201251/uploads/images/jugadores/ficha/12598.png
Facundo Bernal,Betis,MED,20,21/08/2003,https://media.futbolfantasy.com/thumb/400x400/v202607091403/uploads/images/jugadores/ficha/15736.png
Álex Calatrava,Espanyol,MED,19,22/06/2000,https://media.futbolfantasy.com/thumb/400x400/v202607091502/uploads/images/jugadores/ficha/11863.png
Quilindschy Hartman,Espanyol,DEF,28,14/11/2001,https://media.futbolfantasy.com/thumb/400x400/v202607091502/uploads/images/jugadores/ficha/11467.png
Jean Ives Valou,Getafe,DEF,15,22/12/2005,https://media.futbolfantasy.com/thumb/400x400/v202607131453/uploads/images/jugadores/ficha/14816.png
David Jiménez,Real Madrid,DEF,17,14/03/2004,https://media.futbolfantasy.com/thumb/400x400/v202607210851/uploads/images/jugadores/ficha/14700.png
Denzel Dumfries,Real Madrid,DEF,51,18/04/1996,https://media.futbolfantasy.com/thumb/400x400/v202607210851/uploads/images/jugadores/ficha/6055.png
Ryunosuke Sato,Valencia,MED,18,16/10/2006,https://media.futbolfantasy.com/thumb/400x400/v202607141031/uploads/images/jugadores/ficha/18031.png
Aliou Dieng,Valencia,MED,29,16/10/1997,https://media.futbolfantasy.com/thumb/400x400/v202607141031/uploads/images/jugadores/ficha/15928.png
Gabriel Moscardo,Espanyol,MED,19,28/09/2005,https://media.futbolfantasy.com/thumb/400x400/v202607101051/uploads/images/jugadores/ficha/15957.png
Morten Hjulmand,Atlético,MED,85,25/06/1999,https://media.futbolfantasy.com/thumb/400x400/v202607181452/uploads/images/jugadores/ficha/10393.png
Mikel Rodriguez,Alavés,MED,16,03/04/2002,https://media.futbolfantasy.com/thumb/400x400/v202607180900/uploads/images/jugadores/ficha/00.png
Andrés García,Getafe,DEF,17,07/02/2003,https://media.futbolfantasy.com/thumb/400x400/v202607180443/uploads/images/jugadores/ficha/11916.png
Germán Parreño,Deportivo,POR,15,16/02/1993,https://media.futbolfantasy.com/thumb/400x400/v202607191856/uploads/images/jugadores/ficha/698.png
Ximo Navarro,Deportivo,DEF,17,23/01/1990,https://media.futbolfantasy.com/thumb/400x400/v202607191856/uploads/images/jugadores/ficha/392.png
Pierre-Emerick Aubameyang,Deportivo,DEL,33,18/06/1989,https://media.futbolfantasy.com/thumb/400x400/v202607201705/uploads/images/jugadores/ficha/3414.png
Luismi Cruz,Deportivo,MED,18,23/05/2001,https://media.futbolfantasy.com/thumb/400x400/v202607191856/uploads/images/jugadores/ficha/9772.png
Bil Nsongo,Deportivo,DEL,18,21/09/2004,https://media.futbolfantasy.com/thumb/400x400/v202607191856/uploads/images/jugadores/ficha/16863.png
Noé Carrillo,Deportivo,MED,15,28/12/2006,https://media.futbolfantasy.com/thumb/400x400/v202607191856/uploads/images/jugadores/ficha/00.png
Giacomo Quagliata,Deportivo,DEF,17,19/02/2000,https://media.futbolfantasy.com/thumb/400x400/v202607191856/uploads/images/jugadores/ficha/10473.png
Arnau Comas,Deportivo,DEF,16,11/04/2000,https://media.futbolfantasy.com/thumb/400x400/v202607191856/uploads/images/jugadores/ficha/9854.png
José Ángel Jurado,Deportivo,MED,17,21/06/1992,https://media.futbolfantasy.com/thumb/400x400/v202607191856/uploads/images/jugadores/ficha/1980.png
Miguel Loureiro,Deportivo,DEF,18,21/11/1996,https://media.futbolfantasy.com/thumb/400x400/v202607191856/uploads/images/jugadores/ficha/10478.png
Mario Soriano,Deportivo,DEL,26,22/04/2002,https://media.futbolfantasy.com/thumb/400x400/v202607191856/uploads/images/jugadores/ficha/8712.png
Zakaria Eddahchouri,Deportivo,DEL,18,11/05/2000,https://media.futbolfantasy.com/thumb/400x400/v202607191856/uploads/images/jugadores/ficha/15164.png
Charlie Patino,Deportivo,MED,16,17/10/2003,https://media.futbolfantasy.com/thumb/400x400/v202607191856/uploads/images/jugadores/ficha/9847.png
Diego Villares,Deportivo,MED,17,17/06/1996,https://media.futbolfantasy.com/thumb/400x400/v202607191856/uploads/images/jugadores/ficha/13972.png
David Mella,Deportivo,DEL,28,23/05/2005,https://media.futbolfantasy.com/thumb/400x400/v202607231723/uploads/images/jugadores/ficha/13975.png
Dani Barcia,Deportivo,DEF,17,19/01/2003,https://media.futbolfantasy.com/thumb/400x400/v202607191856/uploads/images/jugadores/ficha/13970.png
Riki Rodríguez,Deportivo,MED,17,25/09/1997,https://media.futbolfantasy.com/thumb/400x400/v202607191856/uploads/images/jugadores/ficha/7309.png
Yeremay Hernández,Deportivo,DEL,50,10/12/2002,https://media.futbolfantasy.com/thumb/400x400/v202607191856/uploads/images/jugadores/ficha/13974.png
Lucas Noubi,Deportivo,DEF,17,15/01/2005,https://media.futbolfantasy.com/thumb/400x400/v202607191856/uploads/images/jugadores/ficha/16099.png
Eric Puerto,Deportivo,POR,15,28/10/2002,https://media.futbolfantasy.com/thumb/400x400/v202607191856/uploads/images/jugadores/ficha/13968.png
Teun Gijselhart,Deportivo,MED,17,06/04/2005,https://media.futbolfantasy.com/thumb/400x400/v202607191856/uploads/images/jugadores/ficha/00.png
Jairo Noriega,Deportivo,MED,16,14/08/2003,https://media.futbolfantasy.com/thumb/400x400/v202607191856/uploads/images/jugadores/ficha/00.png
Rubén López,Deportivo,MED,16,26/08/2004,https://media.futbolfantasy.com/thumb/400x400/v202607191856/uploads/images/jugadores/ficha/13973.png
Kevin Sánchez,Deportivo,DEL,16,20/02/2005,https://media.futbolfantasy.com/thumb/400x400/v202607191856/uploads/images/jugadores/ficha/00.png
Mohamed Bouldini,Deportivo,DEL,16,27/11/1995,https://media.futbolfantasy.com/thumb/400x400/v202607221734/uploads/images/jugadores/ficha/9997.png
Bright Ede,Deportivo,DEF,15,18/02/2007,https://media.futbolfantasy.com/thumb/400x400/v202607191856/uploads/images/jugadores/ficha/00.png
Lorenzo Amatucci,Deportivo,MED,20,05/02/2004,https://media.futbolfantasy.com/thumb/400x400/v202607191856/uploads/images/jugadores/ficha/11198.png
Jonathan Asp Jensen,Deportivo,MED,20,,https://media.futbolfantasy.com/thumb/400x400/v202607210054/uploads/images/jugadores/ficha/00.png
Einar Galilea,Málaga,DEF,15,22/05/1994,https://media.futbolfantasy.com/thumb/400x400/v202607221746/uploads/images/jugadores/ficha/3174.png
Joaquín Muñoz,Málaga,MED,18,10/03/1999,https://media.futbolfantasy.com/thumb/400x400/v202607191857/uploads/images/jugadores/ficha/6050.png
Adrián Niño,Málaga,DEL,18,19/06/2004,https://media.futbolfantasy.com/thumb/400x400/v202607191842/uploads/images/jugadores/ficha/12475.png
Carlos López,Málaga,POR,15,13/11/2004,https://media.futbolfantasy.com/thumb/400x400/v202607191857/uploads/images/jugadores/ficha/13978.png
Rafa Rodríguez,Málaga,MED,16,10/07/2003,https://media.futbolfantasy.com/thumb/400x400/v202607191857/uploads/images/jugadores/ficha/15336.png
Rafa Garrido,Málaga,DEF,15,09/11/2004,https://media.futbolfantasy.com/thumb/400x400/v202607191857/uploads/images/jugadores/ficha/15344.png
Eneko Jauregi,Málaga,DEL,15,13/07/1996,https://media.futbolfantasy.com/thumb/400x400/v202607191857/uploads/images/jugadores/ficha/6814.png
Aarón Ochoa,Málaga,MED,16,18/04/2007,https://media.futbolfantasy.com/thumb/400x400/v202607191857/uploads/images/jugadores/ficha/13984.png
Izan Merino,Málaga,MED,19,15/04/2006,https://media.futbolfantasy.com/thumb/400x400/v202607191857/uploads/images/jugadores/ficha/13983.png
Álex Pastor,Málaga,DEF,17,01/10/1999,https://media.futbolfantasy.com/thumb/400x400/v202607191857/uploads/images/jugadores/ficha/10353.png
Alfonso Herrero,Málaga,POR,21,21/04/1994,https://media.futbolfantasy.com/thumb/400x400/v202607191857/uploads/images/jugadores/ficha/6973.png
Ramón Enríquez,Málaga,MED,16,19/04/2001,https://media.futbolfantasy.com/thumb/400x400/v202607221746/uploads/images/jugadores/ficha/7703.png
David Larrubia,Málaga,MED,30,20/04/2002,https://media.futbolfantasy.com/thumb/400x400/v202607191857/uploads/images/jugadores/ficha/8780.png
Diego Murillo,Málaga,DEF,16,14/03/2001,https://media.futbolfantasy.com/thumb/400x400/v202607191857/uploads/images/jugadores/ficha/13979.png
Dani Sánchez,Málaga,DEF,16,14/01/2000,https://media.futbolfantasy.com/thumb/400x400/v202607191857/uploads/images/jugadores/ficha/13980.png
Juanpe Jiménez,Málaga,MED,16,31/03/1996,https://media.futbolfantasy.com/thumb/400x400/v202607191857/uploads/images/jugadores/ficha/7238.png
Carlos Puga,Málaga,DEF,18,26/11/2000,https://media.futbolfantasy.com/thumb/400x400/v202607191857/uploads/images/jugadores/ficha/13982.png
Dani Lorenzo,Málaga,MED,19,05/04/2003,https://media.futbolfantasy.com/thumb/400x400/v202607191857/uploads/images/jugadores/ficha/16286.png
Angel Recio,Málaga,DEF,15,05/01/2003,https://media.futbolfantasy.com/thumb/400x400/v202607191857/uploads/images/jugadores/ficha/15417.png
Chupete,Málaga,DEL,33,24/08/2004,https://media.futbolfantasy.com/thumb/400x400/v202607191857/uploads/images/jugadores/ficha/14096.png
Haitam Abaida,Málaga,DEL,15,01/06/2002,https://media.futbolfantasy.com/thumb/400x400/v202607191857/uploads/images/jugadores/ficha/9321.png
Pablo Arriaza,Málaga,DEF,15,20/08/2003,https://media.futbolfantasy.com/thumb/400x400/v202607191857/uploads/images/jugadores/ficha/00.png
Moussa Diarra,Málaga,DEF,15,20/01/2002,https://media.futbolfantasy.com/thumb/400x400/v202607191857/uploads/images/jugadores/ficha/10832.png
Sergio Canales,Racing,MED,44,16/02/1991,https://media.futbolfantasy.com/thumb/400x400/v202607191857/uploads/images/jugadores/ficha/132.png
Iñigo Vicente,Racing,MED,32,06/01/1998,https://media.futbolfantasy.com/thumb/400x400/v202607232304/uploads/images/jugadores/ficha/6442.png
Sergio Martínez,Racing,MED,16,15/05/2007,https://media.futbolfantasy.com/thumb/400x400/v202607191857/uploads/images/jugadores/ficha/16262.png
Giorgi Guliashvili,Racing,DEL,18,05/09/2001,https://media.futbolfantasy.com/thumb/400x400/v202607191857/uploads/images/jugadores/ficha/00.png
Juan Carlos Arana,Racing,DEL,17,08/02/2000,https://media.futbolfantasy.com/thumb/400x400/v202607191857/uploads/images/jugadores/ficha/9930.png
Manu Hernando,Racing,DEF,17,19/07/1998,https://media.futbolfantasy.com/thumb/400x400/v202607191857/uploads/images/jugadores/ficha/3836.png
Álvaro Mantilla,Racing,DEF,18,09/05/2000,https://media.futbolfantasy.com/thumb/400x400/v202607191857/uploads/images/jugadores/ficha/10336.png
Íñigo Sainz-Maza,Racing,MED,16,16/06/1998,https://media.futbolfantasy.com/thumb/400x400/v202607191857/uploads/images/jugadores/ficha/10338.png
Suleiman Camara,Racing,DEL,16,07/12/2001,https://media.futbolfantasy.com/thumb/400x400/v202607191857/uploads/images/jugadores/ficha/10348.png
Maguette Gueye,Racing,MED,18,30/12/2002,https://media.futbolfantasy.com/thumb/400x400/v202607191857/uploads/images/jugadores/ficha/14155.png
Simon Eriksson,Racing,POR,16,24/04/2006,https://media.futbolfantasy.com/thumb/400x400/v202607191857/uploads/images/jugadores/ficha/15033.png
Jorge Salinas,Racing,DEF,18,03/04/2007,https://media.futbolfantasy.com/thumb/400x400/v202607210408/uploads/images/jugadores/ficha/14105.png
Gustavo Puerta,Racing,MED,21,23/07/2003,https://media.futbolfantasy.com/thumb/400x400/v202607210408/uploads/images/jugadores/ficha/12079.png
Facundo González,Racing,DEF,18,06/06/2003,https://media.futbolfantasy.com/thumb/400x400/v202607232304/uploads/images/jugadores/ficha/10209.png
Karim Adeyemi,Barcelona,DEL,75,18/01/2002,https://media.futbolfantasy.com/thumb/400x400/v202509300516/uploads/images/jugadores/ficha/8395.png
Patrik Mercado,Sevilla,MED,25,31/07/2003,https://media.futbolfantasy.com/thumb/400x400/v202607100905/uploads/images/jugadores/ficha/00.png
Gustavo Albarracín,Alavés,MED,15,28/04/2006,https://media.futbolfantasy.com/thumb/400x400/v202607091514/uploads/images/jugadores/ficha/16242.png
Josan Ferrández,Elche,MED,8,03/12/1989,https://media.futbolfantasy.com/thumb/400x400/v202607060440/uploads/images/jugadores/ficha/1859.png
Jorge Cestero,Real Madrid,MED,7,24/03/2006,https://media.futbolfantasy.com/thumb/400x400/v202607210851/uploads/images/jugadores/ficha/00.png
Miguel Sierra,Sevilla,MED,16,,https://media.futbolfantasy.com/thumb/400x400/v202607181530/uploads/images/jugadores/ficha/16236.png
Alberto Risco,Getafe,MED,7,30/08/2005,https://media.futbolfantasy.com/thumb/400x400/v202607172244/uploads/images/jugadores/ficha/12917.png
Pau Cabanes,Villarreal,DEL,7,17/02/2005,https://media.futbolfantasy.com/thumb/400x400/v202607091255/uploads/images/jugadores/ficha/13032.png
Arkaitz Mariezkurrena,Real Sociedad,MED,7,05/04/2005,https://media.futbolfantasy.com/thumb/400x400/v202602020153/uploads/images/jugadores/ficha/14020.png
Víctor Valdepeñas,Real Madrid,DEF,7,20/10/2006,https://media.futbolfantasy.com/thumb/400x400/v202607210851/uploads/images/jugadores/ficha/15326.png
Javi Morcillo,Atlético,MED,7,15/03/2006,https://media.futbolfantasy.com/thumb/400x400/v202607170354/uploads/images/jugadores/ficha/00.png
Javier Boñar,Atlético,DEF,7,03/06/2005,https://media.futbolfantasy.com/thumb/400x400/v202607170354/uploads/images/jugadores/ficha/12484.png
Dani Martínez,Atlético,DEF,7,05/05/2004,https://media.futbolfantasy.com/thumb/400x400/v202607170354/uploads/images/jugadores/ficha/11861.png
Rayane Belaid,Atlético,MED,7,11/02/2005,https://media.futbolfantasy.com/thumb/400x400/v202607170354/uploads/images/jugadores/ficha/12608.png
Miguel Cubo,Atlético,DEL,8,,https://media.futbolfantasy.com/thumb/400x400/v202607170354/uploads/images/jugadores/ficha/00.png
Miguel Angel Morro,Rayo,POR,7,11/09/2000,https://media.futbolfantasy.com/thumb/400x400/v202607082137/uploads/images/jugadores/ficha/5718.png
Hugo González,Celta,MED,7,07/02/2003,https://media.futbolfantasy.com/thumb/400x400/v202607101436/uploads/images/jugadores/ficha/9744.png
Aingeru Olabarrieta,Athletic,MED,8,14/11/2005,https://media.futbolfantasy.com/thumb/400x400/v202607080253/uploads/images/jugadores/ficha/12604.png
Javi Serrano,Atlético,MED,7,16/01/2003,https://media.futbolfantasy.com/thumb/400x400/v202607170354/uploads/images/jugadores/ficha/9314.png
Arnau Ortiz,Atlético,DEL,7,29/10/2001,https://media.futbolfantasy.com/thumb/400x400/v202607211012/uploads/images/jugadores/ficha/00.png
Alberto Flores,Sevilla,POR,7,10/11/2003,https://media.futbolfantasy.com/thumb/400x400/v202607181530/uploads/images/jugadores/ficha/9824.png
Mario Domínguez,Valencia,DEL,7,10/02/2004,https://media.futbolfantasy.com/thumb/400x400/v202607171158/uploads/images/jugadores/ficha/10166.png
